incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Chimney Fire,TRUE,2016-09-06T07:30:00Z,2016-08-13T16:03:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,46344,"CAL FIRE San Luis Obispo Unit, California Highway Patrol, California State Parks, San Luis Obispo County Sheriff, Red Cross, California Department of Corrections and Rehabilitation, California Conservation Corps, PG&E, San Luis Obispo Air Quality Board, San Luis Obispo Public Works, Paso Robles Fire Department, Monterey Co. Water Resource Board, California Department of Fish and Wildlife, US Army Camp Roberts, CAL-OES, San Luis Obispo County OES, Monterey County Sheriff, Monterey County OES, Fort Hunter Liggett, and Los Padres National Forest.",-120.98316,35.70595,2016-09-06T07:30:00Z,9/6/16,8/13/16,N,TRUE,FALSE
Clayton Fire,TRUE,2016-08-26T18:00:00Z,2016-08-13T18:03:00Z,CALFIRE Sonoma-Lake-Napa Unit,Lake,off Hwy 29 and Clayton Creek south of Lower Lake,3929,"CALFIRE Sonoma-Lake-Napa Unit, CAL FIRE, Multiple local government fire departments, USFS, Department of Fish & Game, CA State Parks, Lake County Sheriffs, CHP, PG&E, CDCR and BLM.",-122.60664,38.89741,2016-08-26T18:00:00Z,8/26/16,8/13/16,N,TRUE,FALSE
Cedar Fire,TRUE,2016-10-01T06:00:00Z,2016-08-16T16:35:00Z,Sequoia National Forest,Kern,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",29322,Sequoia National Forest,-118.5678,35.7506,2016-10-01T06:00:00Z,10/1/16,8/16/16,N,FALSE,FALSE
Stafford Fire,TRUE,2016-08-16T08:45:00Z,2016-08-11T14:57:00Z,CAL FIRE Humboldt-Del Norte,Humboldt,"Community of Stafford, 7 miles south of Fortuna",23,CAL FIRE Humboldt-Del Norte,-124.05804,40.4572,2016-08-16T08:45:00Z,8/16/16,8/11/16,N,TRUE,FALSE
Boys Fire,TRUE,2016-09-12T19:00:00Z,2016-09-11T11:25:00Z,CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,Sacramento,"off of Boys Ranch Road and Scott Road, northwest of Rancho Murieta",40,CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,-121.1309,38.558,2016-09-12T19:00:00Z,9/12/16,9/11/16,N,TRUE,FALSE
Mokelumne Fire,TRUE,2016-08-30T12:05:00Z,2016-08-18T12:05:00Z,Stanislaus National Forest,Alpine,Mokelumne Wilderness,0,Stanislaus National Forest,-120.00606,38.57554,2016-08-30T12:05:00Z,8/30/16,8/18/16,N,FALSE,FALSE
Sunny Fire,TRUE,2016-09-06T18:15:00Z,2016-09-03T14:44:00Z,CAL FIRE / Fresno County Fire,Fresno,off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir,158,CAL FIRE / Fresno County Fire,-119.34487,36.84479,2016-09-06T18:15:00Z,9/6/16,9/3/16,N,TRUE,FALSE
Oak Fire,TRUE,2016-09-02T06:55:00Z,2016-09-01T14:36:00Z,CAL FIRE Santa Clara Unit,Santa Clara,"Off Oak Glen Ave, 2 miles west of Morgan Hill",25,CAL FIRE Santa Clara Unit,-121.69784,37.11831,2016-09-02T06:55:00Z,9/2/16,9/1/16,N,TRUE,FALSE
Beale Fire,TRUE,2016-08-18T21:30:00Z,2016-08-18T15:35:00Z,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",400,CAL FIRE Nevada-Yuba-Placer Unit,-121.38775,36.16965,2016-08-18T21:30:00Z,8/18/16,8/18/16,N,TRUE,FALSE
Mina Fire,TRUE,2016-08-31T07:15:00Z,2016-08-30T13:35:00Z,CAL FIRE Mendocino Unit,Mendocino,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",36,CAL FIRE Mendocino Unit,-123.4267011,39.8748511,2016-08-31T07:15:00Z,8/31/16,8/30/16,N,TRUE,FALSE
Havilah Fire,TRUE,2016-08-28T18:50:00Z,2016-08-28T18:50:00Z,USFS Sequoia National Forest,Kern,south of Lake Isabella,304,USFS Sequoia National Forest,-118.5097,35.4976,2016-08-28T18:50:00Z,8/28/16,8/28/16,N,FALSE,FALSE
Gap Fire,TRUE,2016-08-28T18:15:00Z,2016-08-27T18:00:00Z,USFS Klamath National Forest,Siskiyou,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",33867,USFS Klamath National Forest,-123.118,41.851,2016-08-28T18:15:00Z,8/28/16,8/27/16,N,FALSE,FALSE
Bird Fire,TRUE,2016-08-20T18:45:00Z,2016-08-20T08:35:00Z,CAL FIRE Santa Clara Unit,San Joaquin,"off of Bird Rd & I-580, south of Tracy",147,CAL FIRE Santa Clara Unit,-121.36665,37.62215,2016-08-20T18:45:00Z,8/20/16,8/20/16,N,TRUE,FALSE
Tully Fire,TRUE,2016-09-04T06:55:00Z,2016-08-22T16:03:00Z,CAL Fire Humboldt-Del Norte Unit,Humboldt,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",599,"CAL Fire Humboldt-Del Norte Unit, CDCR, Yurok Tribe, BIA, USFS, CCC, NDF, and NDC.",-123.82268,41.28486,2016-09-04T06:55:00Z,9/4/16,8/22/16,N,TRUE,FALSE
Willard Fire,TRUE,2016-09-22T07:00:00Z,2016-09-11T11:33:00Z,CAL FIRE Lassen-Modoc Unit,Lassen,"off of Willard Creek Road, west of Susanville",2575,"CAL FIRE Lassen-Modoc Unit, USFS LNF, BLM, Susanville City, Susanville Police, Sierra Army Depot, Standish Litchfield Fire, Milford Fire, Janesville Fire, Lake Forest Fire, Hamilton Branch Fire, California Department of Corrections and Rehabilitation, California Highway Patrol, Red Cross, Lassen County OES, Lassen County Sheriff’s Office, Susan River FD, Susanville City Fire, Bureau of Land Management, CA Office of Emergency Service, California Conservation Corp, and WM Beaty",-120.7845,40.3915,2016-09-22T07:00:00Z,9/22/16,9/11/16,N,TRUE,FALSE
Santos Fire,TRUE,2016-08-30T18:40:00Z,2016-08-26T15:30:00Z,CAL FIRE Butte Unit,Butte,"off Hwy 32 at Santos Ranch Rd, south of Forest Ranch",88,CAL FIRE Butte Unit,-121.71662,39.79547,2016-08-30T18:40:00Z,8/30/16,8/26/16,N,TRUE,FALSE
Willow Fire,TRUE,2016-08-31T18:50:00Z,2016-08-28T13:07:00Z,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas ",450,CAL FIRE Tuolumne-Calaveras Unit,-120.6381,38.1874,2016-08-31T18:50:00Z,8/31/16,8/28/16,N,TRUE,FALSE
Tule Fire,TRUE,2016-11-08T10:15:00Z,2016-08-22T22:00:00Z,US Forest Service - Sequoia National Forest,Tulare,"off Hwy 190, 4 miles northeast of Springville",395,US Forest Service - Sequoia National Forest,-118.73906,36.1648,2016-11-08T10:15:00Z,11/8/16,8/22/16,N,FALSE,FALSE
Grade Fire,TRUE,2016-08-30T06:45:00Z,2016-08-24T14:55:00Z,CAL FIRE Siskiyou Unit,Siskiyou,"off Hwy 263, 2 miles north of Yreka ",710,"CAL FIRE Siskiyou Unit, Siskiyou County Sheriff, CHP, CAL TRANS, Siskiyou County OES",-122.611,41.7813,2016-08-30T06:45:00Z,8/30/16,8/24/16,N,TRUE,FALSE
Howard Fire,TRUE,2016-09-14T18:00:00Z,2016-09-11T14:15:00Z,CAL FIRE Lassen-Modoc Unit,Modoc,"in Howards Gulch, north of Canby ",380,CAL FIRE Lassen-Modoc Unit,-120.9066,41.4657,2016-09-14T18:00:00Z,9/14/16,9/11/16,N,TRUE,FALSE
Range Fire,TRUE,2016-08-29T10:30:00Z,2016-08-26T10:10:00Z,Kern County Fire Department,Kern,"off Deer Trail Dr & Hwy 223, 6 miles east of Arvin",518,Kern County Fire Department,-118.7212,35.2013,2016-08-29T10:30:00Z,8/29/16,8/26/16,N,TRUE,FALSE
Mockingbird Fire,TRUE,2016-08-31T07:05:00Z,2016-08-30T16:54:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Lake,"Off Hwy 29 & Mockingbird Lane, Upper Lake",20,CAL FIRE Sonoma-Lake-Napa Unit,-122.9148951,39.1408865,2016-08-31T07:05:00Z,8/31/16,8/30/16,N,TRUE,FALSE
Moffett Fire,TRUE,2016-09-13T18:30:00Z,2016-09-12T16:28:00Z,CAL FIRE Siskiyou Unit,Siskiyou,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",32,CAL FIRE Siskiyou Unit,-122.7933,41.6314,2016-09-13T18:30:00Z,9/13/16,9/12/16,N,TRUE,FALSE
Old Fire,TRUE,2016-09-19T18:30:00Z,2016-09-16T23:28:00Z,CAL FIRE Butte Unit,Butte,"Off of Old Chico Canyon, west of Forest Ranch",30,CAL FIRE Butte Unit,-121.6998,39.8851,2016-09-19T18:30:00Z,9/19/16,9/16/16,N,TRUE,FALSE
Hog Fire,TRUE,2016-09-13T14:30:00Z,2016-09-13T23:10:00Z,CAL FIRE Tehama-Glenn Unit,Tehama,"Off Hwy 36 near Hog Lake, northeast of Red Bluff",360,CAL FIRE Tehama-Glenn Unit,-122.1295,40.30594,2016-09-13T14:30:00Z,9/13/16,9/13/16,N,TRUE,FALSE
Old Fire,TRUE,2016-09-17T18:00:00Z,2016-09-13T13:55:00Z,Stanislaus National Forest,Del Norte,"off Old Yosemite Rd, 8 miles east of Greeley Hill",150,Stanislaus National Forest,-120.029626,37.75972,2016-09-17T18:00:00Z,9/17/16,9/13/16,N,FALSE,FALSE
Auburn Fire,TRUE,2016-09-20T18:00:00Z,2016-09-17T13:40:00Z,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,Nevada,"Off South Auburn Street and Whiting Street, Grass Valley",47,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,-121.05948,39.20427,2016-09-20T18:00:00Z,9/20/16,9/17/16,N,TRUE,FALSE
Owens River Fire,TRUE,2016-09-18T08:10:00Z,2016-09-17T13:49:00Z,Inyo National Forest,Inyo,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",5443,Inyo National Forest,-118.95309,37.75985,2016-09-18T08:10:00Z,9/18/16,9/17/16,N,FALSE,FALSE
Soup Complex,TRUE,2016-10-13T11:30:00Z,2016-09-17T14:37:00Z,Modoc National Forest,Modoc,"Soup Springs, 12 miles east of Likely",2652,Modoc National Forest,-120.3178,41.2649,2016-10-13T11:30:00Z,10/13/16,9/17/16,N,FALSE,FALSE
Canyon Fire,TRUE,2016-09-27T14:00:00Z,2016-09-17T17:20:00Z,Vandenberg Air Force Base,Santa Barbara,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",12518,Vandenberg Air Force Base,-120.54421,34.63445,2016-09-27T14:00:00Z,9/27/16,9/17/16,N,FALSE,FALSE
Washington Fire,TRUE,2016-09-27T14:00:00Z,2016-09-22T14:20:00Z,Vandenberg Air Force Base,Santa Barbara,"off Washington Ave. and Airfield Rd, north of California Blvd ",215,Vandenberg Air Force Base,-120.55297,34.75134,2016-09-27T14:00:00Z,9/27/16,9/22/16,N,FALSE,FALSE
Bangor Fire,TRUE,2016-09-23T10:30:00Z,2016-09-22T11:45:00Z,CAL FIRE Butte Unit,Butte,"off Oro-Bangor Highway & Swedes Flat, 7 miles SE of Oroville",130,CAL FIRE Butte Unit,-121.42647,39.4403,2016-09-23T10:30:00Z,9/23/16,9/22/16,N,TRUE,FALSE
Butte Fire,TRUE,2016-09-20T18:00:00Z,2016-09-20T09:30:00Z,Beale Air Force Base,Sutter,off Pass Road and Kellogg Road (Near Sutter Buttes West of Yuba City,300,Beale Air Force Base,-121.78003,39.188321,2016-09-20T18:00:00Z,9/20/16,9/20/16,N,TRUE,FALSE
Bell Fire,TRUE,2016-09-25T17:45:00Z,2016-09-23T13:12:00Z,CAL FIRE Amador-El Dorado Unit,Amador,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",45,"CAL FIRE Amador-El Dorado Unit, Amador Fire Protection District, Jackson Fire, Ione Fire, Sutter Creek Fire, CHP, Amador County Sheriff, Caltrans",-120.8416,38.5212,2016-09-25T17:45:00Z,9/25/16,9/23/16,N,TRUE,FALSE
Marshes Fire,TRUE,2016-10-04T22:00:00Z,2016-09-26T12:20:00Z,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,1080,"CAL FIRE Tuolumne-Calaveras Unit, Tuolumne County Sheriff’s Department, CHP, PG&E, OES, BLM, CAL FIRE, CDCR, U.S. Forest Service, City and County of San Francisco – Hetch Hetchy Water & Power. Nearly 100 different agencies from at least three different states have sent equipment and/or personnel to this fire.",-120.32484,37.79635,2016-10-04T22:00:00Z,10/4/16,9/26/16,N,TRUE,FALSE
Newmark Fire,TRUE,2016-09-24T20:00:00Z,2016-09-23T12:40:00Z,CAL FIRE Fresno-Kings unit,Fresno,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",70,CAL FIRE Fresno-Kings unit,-119.5327,36.6543,2016-09-24T20:00:00Z,9/24/16,9/23/16,N,TRUE,FALSE
Cow Fire,TRUE,2016-09-25T13:15:00Z,2016-09-25T07:15:00Z,CAL FIRE Shasta-Trinity Unit,Shasta,off Whitmore Road and Old Cow Creek Road,100,CAL FIRE Shasta-Trinity Unit,-121.93923,40,2016-09-25T13:15:00Z,9/25/16,9/25/16,N,TRUE,FALSE
Sawmill Fire,TRUE,2016-09-29T17:00:00Z,2016-09-25T10:43:00Z,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",1547,"CAL FIRE Sonoma-Lake-Napa Unit, CAL PINE, Napa County Fire, Cloverdale FPD, Geyserville FPD, Healdsburg FD, Windsor FPD, Sonoma and Lake County Sheriff's Office, CA Highway Patrol, Red Cross, CA Dept. of Corrections and Rehabilitation, North Bay Incident Management Team, Sonoma County Animal Services",-122.82895,38.80017,2016-09-29T17:00:00Z,9/29/16,9/25/16,N,TRUE,FALSE
Tobin Fire,TRUE,2016-10-06T17:15:00Z,2016-09-26T13:23:00Z,US Forest Service - Plumas NF,Plumas,north of Hwy 70 and west of Jackass Creek Road ,248,US Forest Service - Plumas NF,-121.32,39.92,2016-10-06T17:15:00Z,10/6/16,9/26/16,N,FALSE,FALSE
Loma Fire,TRUE,2017-09-19T10:30:00Z,2016-09-26T14:42:00Z,CAL FIRE Santa Clara Unit,Santa Clara,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,4474,"CAL FIRE Santa Clara Unit, California Highway Patrol, Santa Clara County Sheriff’s Office, Santa Cruz County Sheriff’s Office, California Department of Corrections and Rehabilitation, San Jose Water Company, Santa Clara Valley Water District, Pacific Gas and Electric and Santa Clara County Office of Emergency Services, California Conservation Corps, Red Cross, Santa Clara County Fire Safe Council, Santa Clara County Parks, Santa Clara County Open Space District, and Mid-Peninsula Open Space District, Santa Clara County Roads and Airports, Santa Cruz Public Works, Pacific Gas and Electric, and Cal OES.",-121.85318,37.10632,2017-09-19T10:30:00Z,9/19/17,9/26/16,N,TRUE,FALSE
Sacata Fire,TRUE,2016-10-20T07:00:00Z,2016-10-11T12:58:00Z,USFS Sierra National Forest,Fresno,"near Sacata Ridge, located above Pine Flat",2100,USFS Sierra National Forest,-119.25959,36.94536,2016-10-20T07:00:00Z,10/20/16,10/11/16,N,FALSE,FALSE
Emerald Fire,TRUE,2016-10-17T11:45:00Z,2016-10-14T01:28:00Z,CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire,El Dorado,"off Highway 89, near Cascade Lake and Emerald Bay.",176,"CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire, CAL FIRE, USFS, Lake Valley, Meeks Bay Fire, South Lake Tahoe Fire, El Dorado Sheriffs, SLT PD, CHP, State Parks, CALTrans, Fallen Leaf Lake Fire, North Tahoe Fire, Liberty Utilities",-120.10744,38.93449,2016-10-17T11:45:00Z,10/17/16,10/14/16,N,TRUE,FALSE
Gopher Fire,TRUE,2016-11-14T18:00:00Z,2016-11-13T11:14:00Z,CAL FIRE San Diego Unit,San Diego,Off Gopher Canyon & Interstate 15,28,CAL FIRE San Diego Unit,-117.158475,33.254355,2016-11-14T18:00:00Z,11/14/16,11/13/16,N,TRUE,FALSE
Marek Fire,TRUE,2016-11-14T14:00:00Z,2016-11-14T05:45:00Z,Angeles National Forest ,Los Angeles,Lake View Terrace,4824,Angeles National Forest ,-118.335,34.31,2016-11-14T14:00:00Z,11/14/16,11/14/16,N,FALSE,FALSE
Jacobson Fire,TRUE,2016-12-19T13:30:00Z,2016-10-20T17:00:00Z,Sequoia National Forest,Tulare,Jacobson Drainage in the Golden Trout Wilderness,10,Sequoia National Forest,-118.551,36.217,2016-12-19T13:30:00Z,12/19/16,10/20/16,N,FALSE,FALSE
Meadow Fire,TRUE,2016-12-19T13:30:00Z,2016-10-29T11:15:00Z,Sequoia National Forest,Tulare,"	East of Trail of 100 Giants between Lloyd Meadow Road and Western Divide Highway.",4347,Sequoia National Forest,-118.551,35.984,2016-12-19T13:30:00Z,12/19/16,10/29/16,N,FALSE,FALSE
Aqueduct Fire,TRUE,2019-01-03T09:46:00Z,2018-04-12T14:30:00Z,CAL FIRE / Fresno County Fire,Fresno,"25th Ave & Ultica Ave, south of Kettleman City",30,CAL FIRE / Fresno County Fire,-119.94083,35.92436,2019-01-03T09:46:00Z,1/3/19,4/12/18,N,TRUE,FALSE
Oroville Spillway ,TRUE,2018-01-09T09:24:00Z,2017-02-07T14:00:00Z,Unified Command,Butte,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",0,"Unified Command, Butte County Sheriff, Butte County CALFIRE, Oroville Police Department, CHP, Butte County OES, California State Parks, Caltrans, Oroville Fire Department, Butte County Public Works, PG&E, CAL FIRE, Army Corps of Engineers, Federal Energy Regulatory Commission, Oroville Hospital, Red Cross, California Conservation Corps, California National Guard, Bureau of Indian Affairs, CAL OES, Gridley-Biggs Police, and California Department of Fish and Wildlife.",-121.55633,39.51158,2018-01-09T09:24:00Z,1/9/18,2/7/17,N,TRUE,FALSE
Grace Fire,TRUE,2018-01-09T09:41:00Z,2017-04-03T16:00:00Z,CAL FIRE Shasta-Trintiy Unit,Shasta,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",45,CAL FIRE Shasta-Trintiy Unit,-121.85645,40.48712,2018-01-09T09:41:00Z,1/9/18,4/3/17,N,TRUE,FALSE
West Fire,TRUE,2018-01-09T09:40:00Z,2017-04-03T16:00:00Z,CAL FIRE Lassen-Modoc Unit,Modoc,"Likely, 15 Miles south of Alturas",380,CAL FIRE Lassen-Modoc Unit,-120.58342,41.16716,2018-01-09T09:40:00Z,1/9/18,4/3/17,N,TRUE,FALSE
66 Fire,TRUE,2018-01-09T09:50:00Z,2017-04-13T02:30:00Z,CAL FIRE Riverside Unit,Riverside,Avenue 66 and Hwy 111 near community of Mecca,15,CAL FIRE Riverside Unit,-116.08003,33.56777,2018-01-09T09:50:00Z,1/9/18,4/13/17,N,TRUE,FALSE
Jayne Fire,TRUE,2018-01-09T09:51:00Z,2017-04-20T15:40:00Z,CAL FIRE Fresno Kings Unit,Fresno,Off of Hwy 33 and Lost Hills south of Coalinga,5738,CAL FIRE Fresno Kings Unit,-120.26561,36.07228,2018-01-09T09:51:00Z,1/9/18,4/20/17,N,TRUE,FALSE
Soledad Fire,TRUE,2018-01-09T09:51:00Z,2017-04-24T12:06:00Z,CAL FIRE San Benito-Monterey Unit ,Monterey,"Highway 101 & Front Street, north of Soledad ",10,CAL FIRE San Benito-Monterey Unit ,-121.34695,36.44141,2018-01-09T09:51:00Z,1/9/18,4/24/17,N,TRUE,FALSE
El Dorado Fire,TRUE,2018-01-09T09:52:00Z,2017-04-28T15:40:00Z,Fresno County Fire ,Fresno," El Dorado Ave & Kamm Ave, northeast of Coalinga",976,Fresno County Fire ,-120.206592,36.530836,2018-01-09T09:52:00Z,1/9/18,4/28/17,N,FALSE,FALSE
Tumey Fire,TRUE,2018-01-09T09:52:00Z,2017-04-29T17:15:00Z,CAL FIRE Fresno-Kings Unit,Fresno,"Panoche Rd, 5 miles west of I-5",126,CAL FIRE Fresno-Kings Unit,-120.6585,36.5355,2018-01-09T09:52:00Z,1/9/18,4/29/17,N,TRUE,FALSE
Tower Fire,TRUE,2018-01-09T09:53:00Z,2017-04-30T16:03:00Z,USFS - San Bernardino National Forest,San Bernardino,"Cleghorn Road, east of I-15, north of the community of Devore",150,USFS - San Bernardino National Forest,-117.45646,34.30104,2018-01-09T09:53:00Z,1/9/18,4/30/17,N,FALSE,FALSE
Opera Fire,TRUE,2018-01-09T09:53:00Z,2017-04-30T15:23:00Z,CAL FIRE/Riverside County Fire,Riverside,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",1350,CAL FIRE/Riverside County Fire,-117.30693,34.00566,2018-01-09T09:53:00Z,1/9/18,4/30/17,N,TRUE,FALSE
Jameson Fire,TRUE,2018-01-09T09:54:00Z,2017-04-30T19:43:00Z,CAL FIRE/Riverside County Fire,Riverside,"Jameson Rd and Clay Canyon Dr., south of Corona",12,CAL FIRE/Riverside County Fire,-117.5048,33.7866,2018-01-09T09:54:00Z,1/9/18,4/30/17,N,TRUE,FALSE
Fay Fire,TRUE,2018-01-09T09:54:00Z,2017-05-01T12:44:00Z,Kern County Fire,Kern,"Fay Ranch Rd, northeast of Lake Isabella",19,Kern County Fire,-118.30601,35.71704,2018-01-09T09:54:00Z,1/9/18,5/1/17,N,TRUE,FALSE
Olive Fire,TRUE,2018-01-09T09:54:00Z,2017-05-02T14:32:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Off Highway 41, north of Cholame",130,CAL FIRE San Luis Obispo Unit,-120.22647,35.78286,2018-01-09T09:54:00Z,1/9/18,5/2/17,N,TRUE,FALSE
Shandon Fire,TRUE,2018-01-09T09:55:00Z,2017-05-07T16:41:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"Off Lucy Brown Rd, in Shandon",12,CAL FIRE San Luis Obispo Unit,-120.3317,35.6879,2018-01-09T09:55:00Z,1/9/18,5/7/17,N,TRUE,FALSE
Sonoma Fire,TRUE,2018-01-09T09:55:00Z,2017-05-10T15:27:00Z,CAL FIRE/Fresno County Fire,Fresno,"off Sonoma Ave & Cerini Ave, west of Helm ",400,CAL FIRE/Fresno County Fire,-120.2445,36.45491,2018-01-09T09:55:00Z,1/9/18,5/10/17,N,TRUE,FALSE
Hub Fire,TRUE,2018-01-09T09:55:00Z,2017-05-12T05:05:00Z,Kern County Fire,Kern,"Red Hill Road and Schick Road, 2 miles east of Lake Isabella",31,Kern County Fire,-118.4683,35.60001,2018-01-09T09:55:00Z,1/9/18,5/12/17,N,TRUE,FALSE
Wright Fire,TRUE,2018-01-09T09:56:00Z,2017-05-12T15:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,Merced,"Hwy 152 and Arburura Road, southwest of Los Banos",1800,CAL FIRE Madera-Mariposa-Merced Unit,-120.89261,36.96655,2018-01-09T09:56:00Z,1/9/18,5/12/17,N,TRUE,FALSE
Nacimiento Fire,TRUE,2018-01-09T09:56:00Z,2017-05-14T12:00:00Z,CAL FIRE San Benito-Monterey Unit,Monterey,"Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley",20,CAL FIRE San Benito-Monterey Unit,-120.92482,35.77082,2018-01-09T09:56:00Z,1/9/18,5/14/17,N,TRUE,FALSE
Canyon Fire,TRUE,2018-01-09T09:56:00Z,2017-05-14T12:51:00Z,CAL FIRE/Riverside County Fire,Riverside,"Highway 79, south of Dump Road, Beaumont",17,CAL FIRE/Riverside County Fire,-116.99229,33.88466,2018-01-09T09:56:00Z,1/9/18,5/14/17,N,TRUE,FALSE
Feed Fire,TRUE,2018-01-09T09:57:00Z,2017-05-14T14:00:00Z,Kern County Fire,Kern,"Sabastian Rd and Wheeler, southeast of Arvin ",41,Kern County Fire,-118.90004,35.05076,2018-01-09T09:57:00Z,1/9/18,5/14/17,N,TRUE,FALSE
Arrow Fire,TRUE,2018-01-09T09:57:00Z,2017-05-15T13:58:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,off of Soda Lake,225,CAL FIRE San Luis Obispo Unit,-119.87525,35.21177,2018-01-09T09:57:00Z,1/9/18,5/15/17,N,TRUE,FALSE
Bravo Fire,TRUE,2018-01-09T09:58:00Z,2017-05-15T14:05:00Z,Kern County Fire,Kern,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",288,Kern County Fire,-118.84466,35.41283,2018-01-09T09:58:00Z,1/9/18,5/15/17,N,TRUE,FALSE
Pine Fire,TRUE,2018-01-09T09:58:00Z,2017-05-16T16:10:00Z,CAL FIRE San Benito - Monterey Unit,Monterey,"off of Hwy 198 and Pine Valley Road, southwest of King City",18,CAL FIRE San Benito - Monterey Unit,-120.86682,36.1727,2018-01-09T09:58:00Z,1/9/18,5/16/17,N,TRUE,FALSE
Lonoak Fire,TRUE,2018-01-09T09:59:00Z,2017-05-17T15:18:00Z,CAL FIRE San Benito Monterey Unit,Monterey,"Lonoak Road and Airline Road, east of King City",17,CAL FIRE San Benito Monterey Unit,-120.94328,36.2771,2018-01-09T09:59:00Z,1/9/18,5/17/17,N,TRUE,FALSE
41 Fire,TRUE,2018-01-09T10:01:00Z,2017-05-17T15:30:00Z,Madera County Fire Department,Madera,"off of Hwy 41 and Ave 11, north of Fresno",150,Madera County Fire Department,-119.79315,36.90967,2018-01-09T10:01:00Z,1/9/18,5/17/17,N,TRUE,FALSE
Camp Fire,TRUE,2018-01-09T10:03:00Z,2017-05-18T08:48:00Z,CAL FIRE San Luis Obispo Unit,San Luis Obispo,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",225,CAL FIRE San Luis Obispo Unit,-120.76464,35.34541,2018-01-09T10:03:00Z,1/9/18,5/18/17,N,TRUE,FALSE
Elm Fire,TRUE,2018-01-09T10:04:00Z,2017-05-18T13:11:00Z,CAL FIRE/Fresno County Fire,Fresno,"off of Hwy 198 & Fire Stone, south of Coalinga",10343,"CAL FIRE/Fresno County Fire, Fresno County Sheriff’s Office, Fresno County OES, PG&E, BLM, Red Cross, California Highway Patrol",-120.37116,36.12089,2018-01-09T10:04:00Z,1/9/18,5/18/17,N,TRUE,FALSE
City Fire,TRUE,2018-01-09T10:04:00Z,2017-05-18T12:54:00Z,CAL FIRE/Fresno County Fire,Kings,"off of Hwy 41 & I-5, south of Kettleman City",20,CAL FIRE/Fresno County Fire,-119.91508,35.983,2018-01-09T10:04:00Z,1/9/18,5/18/17,N,TRUE,FALSE
Moraga Fire,TRUE,2018-01-09T10:05:00Z,2017-05-18T17:25:00Z,CAL FIRE/Riverside County Fire,Riverside,"Avenue Juan Diaz and Riverside Drive, Jurupa Valley",14,CAL FIRE/Riverside County Fire,-117.44148,33.97155,2018-01-09T10:05:00Z,1/9/18,5/18/17,N,TRUE,FALSE
Manning Fire,TRUE,2018-01-09T10:05:00Z,2017-05-19T23:28:00Z,CAL FIRE Fresno-Kings Unit,Fresno,"Interstate 5 and Manning Avenue, north of Coalinga",70,CAL FIRE Fresno-Kings Unit,-120.5828,36.60736,2018-01-09T10:05:00Z,1/9/18,5/19/17,N,TRUE,FALSE
